layer_name;total_fixation_duration_s;task_type
Strainer;0,0;LowFi
Strainer;0,0;LowFi
Strainer;0,0;LowFi
Strainer;0,0;LowFi
Strainer;0,0;LowFi
Strainer;0,0;LowFi
Strainer;0,0;LowFi
Strainer;0,0;LowFi
Strainer;0,0;LowFi
Strainer;0,0;LowFi
Strainer;0,0;LowFi
Strainer;0,0;LowFi
Strainer;0,0;LowFi
Strainer;0,0;MediumFi
Strainer;0,0;MediumFi
Strainer;0,0;MediumFi
Strainer;0,0;MediumFi
Strainer;0,0;MediumFi
Strainer;0,0;MediumFi
Strainer;0,0;MediumFi
Strainer;0,0;MediumFi
Strainer;0,0;MediumFi
Strainer;0,0;MediumFi
Strainer;0,0;MediumFi
Strainer;0,0;MediumFi
Strainer;0,0;MediumFi
Strainer;0,0;MediumFi
Strainer;0,0;MediumFi
Tire;0,0;HighFi
Tire;0,0;HighFi
Tire;0,0;HighFi
Tire;0,0;HighFi
Tire;0,0;HighFi
Tire;0,0;HighFi
Tire;0,0;HighFi
Tire;0,0;HighFi
Tire;0,0;HighFi
Tire;0,0;HighFi
Tire;0,0;HighFi
Tire;0,0;HighFi
Tire;0,0;HighFi
Tire;0,0;HighFi
Tire;0,0;HighFi
Tire;0,0;LowFi
Tire;0,0;LowFi
Tire;0,0;LowFi
Tire;0,0;LowFi
Tire;0,0;LowFi
Tire;0,0;LowFi
Tire;0,0;LowFi
Tire;0,0;LowFi
Tire;0,0;LowFi
Tire;0,0;LowFi
Tire;0,0;LowFi
Tire;0,0;LowFi
Tire;0,0;LowFi
Tire;0,0;LowFi
Tire;0,0;LowFi
Tire;0,0;MediumFi
Tire;0,0;MediumFi
Tire;0,0;MediumFi
Tire;0,0;MediumFi
Tire;0,0;MediumFi
Tire;0,0;MediumFi
Tire;0,0;MediumFi
Tire;0,0;MediumFi
Tire;0,0;MediumFi
Tire;0,0;MediumFi
Tire;0,0;MediumFi
Tire;0,0;MediumFi
Tire;0,0;MediumFi
Tire;0,0;MediumFi
Tire;0,0;MediumFi
TopLayer;2,057603099687185;HighFi
TopLayer;0,0;HighFi
TopLayer;0,0;HighFi
TopLayer;0,0;HighFi
TopLayer;0,0;HighFi
TopLayer;0,0;HighFi
TopLayer;0,0;HighFi
TopLayer;4,4867268989401055;HighFi
TopLayer;0,0;HighFi
TopLayer;0,0;HighFi
TopLayer;0,0;HighFi
TopLayer;0,0;HighFi
TopLayer;0,0;HighFi
TopLayer;0,0;HighFi
TopLayer;0,0;HighFi
TopLayer;0,0;LowFi
TopLayer;0,0;LowFi
TopLayer;0,0;LowFi
TopLayer;0,0;LowFi
TopLayer;0,0;LowFi
TopLayer;0,0;LowFi
TopLayer;0,0;LowFi
TopLayer;0,0;LowFi
TopLayer;0,0;LowFi
TopLayer;0,0;LowFi
TopLayer;0,0;LowFi
TopLayer;0,0;LowFi
TopLayer;0,0;LowFi
TopLayer;0,0;LowFi
TopLayer;0,0;LowFi
TopLayer;236,81015449987171;MediumFi
TopLayer;0,0;MediumFi
TopLayer;0,0;MediumFi
TopLayer;0,0;MediumFi
TopLayer;0,0;MediumFi
TopLayer;0,0;MediumFi
TopLayer;0,0;MediumFi
TopLayer;0,0;MediumFi
TopLayer;0,0;MediumFi
TopLayer;0,0;MediumFi
TopLayer;0,0;MediumFi
TopLayer;0,0;MediumFi
TopLayer;0,0;MediumFi
TopLayer;0,0;MediumFi
TopLayer;0,0;MediumFi
TransparentFX;0,0;HighFi
TransparentFX;0,0;HighFi
TransparentFX;0,0;HighFi
TransparentFX;0,0;HighFi
TransparentFX;0,0;HighFi
TransparentFX;0,0;HighFi
TransparentFX;0,0;HighFi
TransparentFX;0,0;HighFi
TransparentFX;0,0;HighFi
TransparentFX;0,0;HighFi
TransparentFX;0,0;HighFi
TransparentFX;0,0;HighFi
TransparentFX;0,0;HighFi
TransparentFX;0,0;HighFi
TransparentFX;0,0;HighFi
TransparentFX;0,0;LowFi
TransparentFX;0,0;LowFi
TransparentFX;0,0;LowFi
TransparentFX;0,0;LowFi
TransparentFX;0,0;LowFi
TransparentFX;0,0;LowFi
TransparentFX;0,0;LowFi
TransparentFX;0,0;LowFi
TransparentFX;0,0;LowFi
TransparentFX;0,0;LowFi
TransparentFX;0,0;LowFi
TransparentFX;0,0;LowFi
TransparentFX;0,0;LowFi
TransparentFX;0,0;LowFi
TransparentFX;0,0;LowFi
TransparentFX;0,0;MediumFi
TransparentFX;0,0;MediumFi
TransparentFX;0,0;MediumFi
TransparentFX;0,0;MediumFi
TransparentFX;0,0;MediumFi
TransparentFX;0,0;MediumFi
TransparentFX;0,0;MediumFi
TransparentFX;0,0;MediumFi
TransparentFX;0,0;MediumFi
TransparentFX;0,0;MediumFi
TransparentFX;0,0;MediumFi
TransparentFX;0,0;MediumFi
TransparentFX;0,0;MediumFi
TransparentFX;0,0;MediumFi
TransparentFX;0,0;MediumFi
UI;0,0;HighFi
UI;0,0;HighFi
UI;0,0;HighFi
UI;0,0;HighFi
UI;0,0;HighFi
UI;0,0;HighFi
UI;0,0;HighFi
UI;0,0;HighFi
UI;0,0;HighFi
UI;0,0;HighFi
UI;0,0;HighFi
UI;0,0;HighFi
UI;0,0;HighFi
UI;0,0;HighFi
UI;0,0;HighFi
UI;0,0;LowFi
UI;0,0;LowFi
UI;0,0;LowFi
UI;0,0;LowFi
UI;0,0;LowFi
UI;0,0;LowFi
UI;0,0;LowFi
UI;0,0;LowFi
UI;0,0;LowFi
UI;0,0;LowFi
UI;0,0;LowFi
UI;0,0;LowFi
UI;0,0;LowFi
UI;0,0;LowFi
UI;0,0;LowFi
UI;0,0;MediumFi
UI;0,0;MediumFi
UI;0,0;MediumFi
UI;0,0;MediumFi
UI;0,0;MediumFi
UI;0,0;MediumFi
UI;0,0;MediumFi
UI;0,0;MediumFi
UI;0,0;MediumFi
UI;0,0;MediumFi
UI;0,0;MediumFi
UI;0,0;MediumFi
UI;0,0;MediumFi
UI;0,0;MediumFi
UI;0,0;MediumFi
Water;0,0;HighFi
Water;0,0;HighFi
Water;0,0;HighFi
Water;0,0;HighFi
Water;0,0;HighFi
Water;0,0;HighFi
Water;0,0;HighFi
Water;0,0;HighFi
Water;0,0;HighFi
Water;0,0;HighFi
Water;0,0;HighFi
Water;0,0;HighFi
Water;0,0;HighFi
Water;0,0;HighFi
Water;0,0;HighFi
Water;0,0;LowFi
Water;0,0;LowFi
Water;0,0;LowFi
Water;0,0;LowFi
Water;0,0;LowFi
Water;0,0;LowFi
Water;0,0;LowFi
Water;0,0;LowFi
Water;0,0;LowFi
Water;0,0;LowFi
Water;0,0;LowFi
Water;0,0;LowFi
Water;0,0;LowFi
Water;0,0;LowFi
Water;0,0;LowFi
Water;0,0;MediumFi
Water;0,0;MediumFi
Water;0,0;MediumFi
Water;0,0;MediumFi
Water;0,0;MediumFi
Water;0,0;MediumFi
Water;0,0;MediumFi
Water;0,0;MediumFi
Water;0,0;MediumFi
Water;0,0;MediumFi
Water;0,0;MediumFi
Water;0,0;MediumFi
Water;0,0;MediumFi
Water;0,0;MediumFi
Water;0,0;MediumFi
